,Unnamed: 0,MAL_ID,Name,Genres,English name,Type,Episodes,Aired,Producers,Licensors,Studios,Source,Duration,Rating
13818,13818,36726,Yuragi-sou no Yuuna-san,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']",,TV,12.0,"[datetime.datetime(2018, 7, 14, 0, 0), datetime.datetime(2018, 9, 29, 0, 0)]","['Aniplex', 'Shueisha', 'BS11']",['Aniplex of America'],Xebec,Manga,23.0,R+
15136,15136,38798,Tsuma ga Kirei ni Natta Wake,['Hentai'],,OVA,2.0,"[datetime.datetime(2019, 4, 5, 0, 0), datetime.datetime(2019, 5, 31, 0, 0)]",['Unknown'],['Unknown'],,Visual novel,15.0,Rx
2844,2844,3138,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.","['Comedy', 'Drama']",,Special,1.0,"[datetime.datetime(2006, 7, 26, 0, 0)]","['AIC', 'TV Asahi']",['Funimation'],Gonzo,Original,43.0,PG13
15127,15127,38787,Senryuu Shoujo,"['Slice of Life', 'Comedy', 'School', 'Shounen']",Senryu Girl,TV,12.0,"[datetime.datetime(2019, 4, 6, 0, 0), datetime.datetime(2019, 6, 22, 0, 0)]","['Mainichi Broadcasting System', 'Kodansha', 'DMM pictures']",['Sentai Filmworks'],Connect,4-koma manga,12.0,PG13
13801,13801,36699,Kimitachi wa Dou Ikiru ka,['Drama'],,Movie,1.0,[nan],['Unknown'],['Unknown'],,Original,,
1258,1258,1389,Yakin Byoutou San,['Hentai'],Night Shift Nurses:Experiment,OVA,3.0,"[datetime.datetime(2005, 7, 29, 0, 0), datetime.datetime(2006, 1, 27, 0, 0)]","['D3', 'Discovery']",['Unknown'],Arms,Visual novel,30.0,Rx
12428,12428,34449,The Reflection,"['Action', 'Super Power']",The Reflection,TV,12.0,"[datetime.datetime(2017, 7, 22, 0, 0), datetime.datetime(2017, 10, 7, 0, 0)]","['Bandai Visual', 'NHK', '81 Produce', 'Haoliners Animation League', 'China Animation Characters', 'BIGFACE', 'NHN PlayArt', 'Ima Group', 'Crunchyroll SC Anime Fund']",['Funimation'],Studio Deen,Original,25.0,PG13
13429,13429,36107,Shirotan: Shirotan ga Ippai!,['Kids'],,ONA,24.0,"[datetime.datetime(2017, 8, 12, 0, 0), datetime.datetime(2018, 6, 23, 0, 0)]",['Unknown'],['Unknown'],,Other,1.0,G
14570,14570,37929,Mandamgangho,['Comedy'],,Movie,1.0,"[datetime.datetime(2017, 3, 22, 0, 0)]",['Unknown'],['Unknown'],,,73.0,
7362,7362,15989,Saki Achiga-hen: Episode of Side-A Specials,"['Game', 'Slice of Life', 'School']",Saki - Episode of Side A,Special,4.0,"[datetime.datetime(2013, 2, 20, 0, 0), datetime.datetime(2013, 8, 21, 0, 0)]","['Sotsu', 'Lantis', 'TV Tokyo Music']",['Unknown'],Studio Gokumi,Manga,30.0,PG13
8919,8919,23375,Minarai Diva,['Music'],,TV,10.0,"[datetime.datetime(2014, 7, 14, 0, 0), datetime.datetime(2014, 9, 22, 0, 0)]","['NOTTV', 'Bouncy']",['Unknown'],Yaoyorozu,Original,40.0,G
4097,4097,5342,Asura Cryin',"['Action', 'Supernatural', 'Mecha']",,TV,13.0,"[datetime.datetime(2009, 4, 2, 0, 0), datetime.datetime(2009, 6, 25, 0, 0)]","['TV Tokyo', 'Starchild Records', 'Raku High Student Council']",['Unknown'],Seven Arcs,Light novel,24.0,PG13
3896,3896,4943,Yousei Florence,"['Adventure', 'Fantasy', 'Music']",A Journey Through Fairyland,Movie,1.0,"[datetime.datetime(1985, 10, 26, 0, 0)]",['Sanrio'],['Discotek Media'],,Original,91.0,G
17198,17198,42981,Idolls!,['Music'],,TV,,"[datetime.datetime(2021, 1, 8, 0, 0), nan]","['81 Produce', 'RAY', 'Stray Cats', 'BS Asahi']",['Unknown'],Shin-Ei Animation,Original,8.0,
2465,2465,2681,Spaceship Agga Ruter,"['Comedy', 'Hentai', 'Sci-Fi', 'Space']",Spaceship Agga Ruter,OVA,4.0,"[datetime.datetime(1998, 10, 25, 0, 0), datetime.datetime(1999, 4, 25, 0, 0)]","['AIC', 'BEAM Entertainment']",['Unknown'],,Original,28.0,Rx
5817,5817,9539,Cardfight!! Vanguard,"['Action', 'Game', 'Adventure', 'Demons', 'Shounen']",Cardfight!! Vanguard,TV,65.0,"[datetime.datetime(2011, 1, 8, 0, 0), datetime.datetime(2012, 3, 31, 0, 0)]","['Dentsu', 'Sotsu', 'Sakura Create', 'Bushiroad']",['Unknown'],TMS Entertainment,Original,24.0,PG13
9071,9071,24011,Lance N' Masques,['Fantasy'],Lance N' Masques,TV,12.0,"[datetime.datetime(2015, 10, 2, 0, 0), datetime.datetime(2015, 12, 18, 0, 0)]","['Pony Canyon', 'TBS', 'DAX Production', 'KlockWorx', 'Docomo Anime Store', 'NichiNare']",['Ponycan USA'],Studio Gokumi,Light novel,24.0,PG13
10009,10009,29419,Pokemon XY: New Year's Eve 2014 Super Mega Special,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']",,Special,1.0,"[datetime.datetime(2014, 12, 31, 0, 0)]",['TV Tokyo'],['Unknown'],OLM,,48.0,PG
5561,5561,8897,Ganbare! Marine Kid,"['Action', 'Adventure', 'Sci-Fi', 'Kids']",Marine Boy,TV,13.0,"[datetime.datetime(1966, 10, 6, 0, 0), datetime.datetime(1966, 12, 26, 0, 0)]","['TBS', 'Tele-Cartoon Japan']",['Unknown'],,,25.0,PG
14222,14222,37386,Calicula Machine,['Dementia'],,Movie,1.0,"[datetime.datetime(1974, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,7.0,G
5501,5501,8723,Anime Rakugo Kan,['Comedy'],,OVA,8.0,"[datetime.datetime(1992, 7, 5, 0, 0), datetime.datetime(1992, 1, 1, 0, 0)]",['Ajia-Do'],['Unknown'],,,13.0,G
3148,3148,3580,Ijoku,['Hentai'],Medical Humiliation,OVA,2.0,"[datetime.datetime(2006, 7, 14, 0, 0), datetime.datetime(2006, 11, 10, 0, 0)]","['Digital Works', 'Y.O.U.C']",['Media Blasters'],,Visual novel,30.0,Rx
4145,4145,5469,Birthday Boy,"['Action', 'Military', 'Historical', 'Drama']",,Movie,1.0,"[datetime.datetime(2004, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,10.0,G
11917,11917,33490,Kaitou Joker 4th Season,"['Adventure', 'Mystery', 'Comedy', 'Shounen']",JOKER 4th Season,TV,13.0,"[datetime.datetime(2016, 10, 3, 0, 0), datetime.datetime(2016, 12, 26, 0, 0)]","['Shogakukan-Shueisha Productions', 'Vega Entertainment', 'Asatsu DK', 'Kids Station', 'd-rights', 'Tokyo MX']",['Unknown'],Shin-Ei Animation,Manga,24.0,PG
5362,5362,8408,Durarara!! Specials,"['Action', 'Comedy', 'Supernatural']",Durarara!! Specials,Special,2.0,"[datetime.datetime(2010, 8, 25, 0, 0), datetime.datetime(2011, 2, 23, 0, 0)]",['Aniplex'],['Aniplex of America'],Brain's Base,Light novel,23.0,R
6084,6084,10138,Manga Hajimete Omoshiro Juku,"['Adventure', 'Kids']",,TV,110.0,"[datetime.datetime(1989, 2, 4, 0, 0), datetime.datetime(1991, 4, 27, 0, 0)]",['DAX Production'],['Unknown'],,,25.0,G
994,994,1094,One Piece: Umi no Heso no Daibouken-hen,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",,Special,1.0,"[datetime.datetime(2000, 12, 20, 0, 0)]",['Unknown'],['Unknown'],Toei Animation,Manga,49.0,PG13
10280,10280,29994,Misato-chan no Yume Nikki,['Hentai'],,OVA,1.0,"[datetime.datetime(1999, 7, 30, 0, 0)]",['Unknown'],['Unknown'],,,50.0,Rx
16219,16219,40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,"['Slice of Life', 'Comedy', 'Supernatural', 'School', 'Shounen']",The Disastrous Life of Saiki K.:Reawakened,ONA,6.0,"[datetime.datetime(2019, 12, 30, 0, 0)]",['Unknown'],['Unknown'],"J.C.Staff, Egg Firm",Manga,22.0,PG13
14062,14062,37124,THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,"['Game', 'Music']",,Special,1.0,"[datetime.datetime(2017, 12, 31, 0, 0)]",['Unknown'],['Unknown'],,Game,0.0,G
11735,11735,33142,Re:Zero kara Hajimeru Break Time,"['Adventure', 'Comedy', 'Fantasy', 'Parody']",Re:ZERO ~Starting Break Time From Zero~,Special,11.0,"[datetime.datetime(2016, 4, 8, 0, 0), datetime.datetime(2016, 6, 17, 0, 0)]",['TV Tokyo'],['Funimation'],Studio PuYUKAI,Light novel,2.0,PG13
3713,3713,4555,Yakata Jukujo,['Hentai'],Milf Mansion,OVA,2.0,"[datetime.datetime(2007, 12, 7, 0, 0), datetime.datetime(2008, 3, 7, 0, 0)]",['Digital Works'],['Unknown'],Y.O.U.C,Visual novel,30.0,Rx
15072,15072,38712,A Log Day of Timbre,['Dementia'],A Log Day of Timbre,ONA,1.0,"[datetime.datetime(2011, 2, 25, 0, 0)]",['Unknown'],['Unknown'],,Original,2.0,G
5339,5339,8348,Tengen Toppa Gurren Lagann: Parallel Works 2,"['Mecha', 'Music']",,Music,7.0,"[datetime.datetime(2010, 5, 26, 0, 0)]",['Unknown'],['Unknown'],Gainax,Original,5.0,PG13
10613,10613,30663,Docchi mo Maid,"['Action', 'Comedy', 'Magic', 'Ecchi', 'Shoujo Ai']",,ONA,1.0,"[datetime.datetime(2004, 1, 1, 0, 0)]",['Unknown'],['Unknown'],Ishikawa Pro,Original,13.0,PG13
11499,11499,32756,Storywriter,['Music'],,Music,1.0,"[datetime.datetime(2013, 9, 3, 0, 0)]",['Space Shower Music'],['Unknown'],,Music,4.0,G
2693,2693,2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Mecha', 'Shounen']",,Special,1.0,"[datetime.datetime(2005, 9, 24, 0, 0)]","['Audio Highs', 'Miracle Robo']",['Unknown'],Sunrise,Manga,32.0,PG13
12738,12738,34982,Roba,['Adventure'],The Donkey,Movie,1.0,"[datetime.datetime(1930, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Book,14.0,G
1414,1414,1558,Yarima Queen,"['Comedy', 'Demons', 'Fantasy', 'Hentai', 'Magic', 'Parody']",Sex Demon Queen,OVA,1.0,"[datetime.datetime(2000, 6, 25, 0, 0)]","['AIC', 'Green Bunny']","['Media Blasters', 'NYAV Post']",,,30.0,Rx
12109,12109,33855,Show By Rock!! x Joysound,"['Music', 'Comedy']",,ONA,4.0,"[datetime.datetime(2014, 6, 27, 0, 0), datetime.datetime(2016, 5, 15, 0, 0)]",['Sanrio'],['Unknown'],,Game,1.0,G
16359,16359,40783,"Shachou, Battle no Jikan Desu!","['Action', 'Adventure', 'Fantasy']","Shachibato! President, It's Time for Battle!",TV,12.0,"[datetime.datetime(2020, 4, 5, 0, 0), datetime.datetime(2020, 6, 28, 0, 0)]","['Half H.P Studio', 'Nippon Columbia']",['Funimation'],C2C,Game,23.0,PG13
9167,9167,24637,G-On Riders Special,"['Sci-Fi', 'Comedy', 'Ecchi']",,Special,1.0,"[datetime.datetime(2003, 3, 21, 0, 0)]",['Unknown'],['Unknown'],Shaft,Original,24.0,R+
1132,1132,1241,Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,"['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Mobile Suit Gundam SEED Destiny Final Plus:The Chosen Future,OVA,1.0,"[datetime.datetime(2005, 12, 25, 0, 0)]",['Mainichi Broadcasting System'],['Bandai Entertainment'],Sunrise,Original,47.0,R
16986,16986,42454,Fei Ren Zai 2nd Season,"['Slice of Life', 'Comedy', 'Supernatural']",,ONA,12.0,"[datetime.datetime(2020, 1, 8, 0, 0), datetime.datetime(2020, 3, 18, 0, 0)]",['Fenz'],['Unknown'],Tencent Penguin Pictures,Manga,6.0,PG13
3448,3448,4026,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,"['Action', 'Adventure', 'Fantasy', 'Kids']",Pokemon:Giratina and the Sky Warrior,Movie,1.0,"[datetime.datetime(2008, 7, 19, 0, 0)]","['Universal Studios', 'Studio Jack']",['The Pokemon Company International'],OLM,Game,96.0,PG
6497,6497,11185,Kowaku no Toki,['Hentai'],,OVA,4.0,"[datetime.datetime(2011, 10, 28, 0, 0), datetime.datetime(2014, 7, 25, 0, 0)]",['Unknown'],['Unknown'],PoRO,Visual novel,30.0,Rx
9996,9996,29385,Chii-chan to Hige Ojisan,"['Slice of Life', 'Kids']",,TV,10.0,"[datetime.datetime(2004, 6, 21, 0, 0), datetime.datetime(2010, 4, 21, 0, 0)]",['NHK'],['Unknown'],,Original,5.0,PG
13126,13126,35542,Turning Mecard W,"['Game', 'Adventure', 'Cars', 'Kids', 'Mecha']",Turning Mecard W,TV,26.0,"[datetime.datetime(2016, 5, 19, 0, 0), datetime.datetime(2016, 11, 17, 0, 0)]",['Unknown'],['Unknown'],,,28.0,PG
12659,12659,34858,Toward Morning,['Music'],Toward Morning,Music,1.0,"[datetime.datetime(2015, 4, 25, 0, 0)]",['Unknown'],['Unknown'],,Original,4.0,G
2167,2167,2368,Ryouki no Ori: Dai 2 Shou,['Hentai'],The Bizarre Cage,OVA,3.0,"[datetime.datetime(2001, 4, 27, 0, 0), datetime.datetime(2001, 11, 22, 0, 0)]",['NuTech Digital'],['Unknown'],,Visual novel,29.0,Rx
15879,15879,39935,Ultraman 2,"['Action', 'Sci-Fi', 'Super Power', 'Seinen']",,ONA,13.0,[nan],['Netflix'],['Unknown'],"Production I.G, Sola Digital Arts",Manga,23.0,PG13
14012,14012,37033,Emiya-san Chi no Kyou no Gohan,"['Slice of Life', 'Comedy']",Today's Menu for the Emiya Family,ONA,13.0,"[datetime.datetime(2018, 1, 25, 0, 0), datetime.datetime(2019, 1, 1, 0, 0)]","['Aniplex', 'Kadokawa']",['Aniplex of America'],ufotable,Manga,13.0,PG13
8551,8551,21881,Sword Art Online II,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",Sword Art Online II,TV,24.0,"[datetime.datetime(2014, 7, 5, 0, 0), datetime.datetime(2014, 12, 20, 0, 0)]","['Aniplex', 'Genco', 'ASCII Media Works', 'Bandai Namco Games']",['Aniplex of America'],A-1 Pictures,Light novel,23.0,PG13
14145,14145,37256,Chainsaw Bunny: Deleted Scene,"['Horror', 'Supernatural', 'Thriller']",Chainsaw Bunny Deleted Scene,ONA,1.0,"[datetime.datetime(2018, 8, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,0.0,R
3681,3681,4496,Zero Sum Game: Sex Crime,['Hentai'],Zero Sum Game,OVA,1.0,"[datetime.datetime(2001, 10, 25, 0, 0)]",['Blue Eyes'],['Unknown'],Green Bunny,Manga,30.0,Rx
2593,2593,2817,Cinderella Monogatari,"['Adventure', 'Kids', 'Romance', 'Fantasy']",The Story of Cinderella,TV,26.0,"[datetime.datetime(1996, 4, 4, 0, 0), datetime.datetime(1996, 10, 3, 0, 0)]",['Unknown'],['Unknown'],Tatsunoko Production,Other,24.0,G
10861,10861,31202,Chibi Maruko-chan Movie: Italia kara Kita Shounen,"['Slice of Life', 'Comedy', 'Kids', 'School']",,Movie,1.0,"[datetime.datetime(2015, 12, 23, 0, 0)]",['Unknown'],['Unknown'],Nippon Animation,Manga,94.0,G
9536,9536,26315,"Okaasan, Nakanaide","['Kids', 'Drama']",,OVA,1.0,"[datetime.datetime(2003, 1, 1, 0, 0)]",['Gakken'],['Unknown'],,,17.0,G
1057,1057,1161,Maze☆Bakunetsu Jikuu (TV),"['Adventure', 'Comedy', 'Fantasy', 'Mecha', 'Shounen']",Maze:The Mega-Burst Space,TV,25.0,"[datetime.datetime(1997, 4, 3, 0, 0), datetime.datetime(1997, 9, 25, 0, 0)]",['Kadokawa Shoten'],['Central Park Media'],J.C.Staff,Manga,24.0,PG13
712,712,782,Gasaraki,"['Psychological', 'Mecha', 'Military', 'Supernatural', 'Drama']",Gasaraki,TV,25.0,"[datetime.datetime(1998, 10, 4, 0, 0), datetime.datetime(1999, 3, 28, 0, 0)]","['Yomiko Advertising', 'Atelier Musa']","['ADV Films', 'Nozomi Entertainment']",Sunrise,Original,25.0,PG13
1987,1987,2170,Sousei no Aquarion OVA,"['Action', 'Mecha', 'Romance', 'Sci-Fi', 'Super Power', 'Supernatural']",,OVA,2.0,"[datetime.datetime(2007, 5, 25, 0, 0), datetime.datetime(2007, 11, 22, 0, 0)]",['Unknown'],['Unknown'],Satelight,Original,54.0,R+
5928,5928,9829,Yonimo Osoroshii Nihon Mukashibanashi,"['Dementia', 'Horror', 'Psychological']",The Truth of Japanese Fairy Tales,OVA,3.0,"[datetime.datetime(2000, 1, 1, 0, 0)]","['Group TAC', 'Toei Video']",['Unknown'],,,18.0,R+
12839,12839,35115,Warau Salesman Episode 0,"['Psychological', 'Seinen', 'Supernatural']",,Special,1.0,"[datetime.datetime(1989, 10, 10, 0, 0)]",['Unknown'],['Unknown'],,Manga,4.0,PG13
14353,14353,37571,Senjuushi,"['Action', 'Military']",The Thousand Noble Musketeers,TV,12.0,"[datetime.datetime(2018, 7, 3, 0, 0), datetime.datetime(2018, 9, 25, 0, 0)]",['Unknown'],['Sentai Filmworks'],TMS Entertainment,Game,24.0,PG13
10503,10503,30381,Sousei no Aquarion Evol,"['Mecha', 'Romance', 'Sci-Fi']",,Special,1.0,"[datetime.datetime(2015, 7, 2, 0, 0)]",['Unknown'],['Funimation'],Satelight,Original,26.0,PG13
7310,7310,15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,"['Adventure', 'Comedy', 'Supernatural']",,Special,1.0,"[datetime.datetime(1994, 7, 25, 0, 0)]",['Unknown'],['Unknown'],Madhouse,Original,21.0,PG13
4828,4828,6939,Eien no Hou,"['Sci-Fi', 'Fantasy']",The Laws of Eternity,Movie,1.0,"[datetime.datetime(2006, 9, 30, 0, 0)]",['Group TAC'],['Unknown'],,Original,113.0,G
389,389,416,Kurenai no Buta,"['Action', 'Military', 'Adventure', 'Comedy', 'Historical', 'Drama', 'Romance']",Porco Rosso,Movie,1.0,"[datetime.datetime(1992, 7, 18, 0, 0)]","['Tokuma Shoten', 'Nippon Television Network']","['Walt Disney Studios', 'GKIDS']",Studio Ghibli,Manga,93.0,G
7526,7526,16794,Computer Haekjeonham Pokpa Daejakjeon,"['Action', 'Sci-Fi', 'Shounen']",Savior Of The Earth,Movie,1.0,"[datetime.datetime(1983, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,68.0,G
6606,6606,11739,Kimi to Boku. 2,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",You and Me 2,TV,13.0,"[datetime.datetime(2012, 4, 3, 0, 0), datetime.datetime(2012, 6, 26, 0, 0)]","['TV Tokyo', 'Aniplex', 'Square Enix', 'Nihon Ad Systems', 'Movic']",['Unknown'],J.C.Staff,Manga,24.0,PG13
11765,11765,33190,Planetarian: Hoshi no Hito,"['Sci-Fi', 'Drama']",,Movie,1.0,"[datetime.datetime(2016, 9, 3, 0, 0)]","[""Visual Art's""]",['Funimation'],David Production,Visual novel,117.0,PG13
15746,15746,39681,D4DJ: First Mix,['Music'],D4DJ First Mix,TV,13.0,"[datetime.datetime(2020, 10, 23, 0, 0), datetime.datetime(2021, 1, 29, 0, 0)]",['Bushiroad'],['Sentai Filmworks'],SANZIGEN,Original,23.0,PG13
15268,15268,38986,Kimi ga Inakucha!,['Music'],,Music,1.0,"[datetime.datetime(2018, 10, 18, 0, 0)]",['Unknown'],['Unknown'],SANZIGEN,Original,1.0,G
168,168,191,Love Hina Christmas Special: Silent Eve,"['Slice of Life', 'Comedy', 'Romance']",Love Hina Christmas Movie,Special,1.0,"[datetime.datetime(2000, 12, 25, 0, 0)]",['Yomiko Advertising'],['Bandai Entertainment'],Xebec,Manga,46.0,PG13
14846,14846,38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,"['Supernatural', 'Drama', 'Romance', 'School']",Rascal Does Not Dream of a Dreaming Girl,Movie,1.0,"[datetime.datetime(2019, 6, 15, 0, 0)]","['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa']",['Aniplex of America'],CloverWorks,Light novel,90.0,PG13
8823,8823,23029,Popful Mail,"['Comedy', 'Fantasy', 'Music']",,Music,1.0,"[datetime.datetime(1994, 1, 1, 0, 0)]",['Sega'],['Unknown'],Studio Fantasia,Game,5.0,PG13
4735,4735,6761,Cynical Hysterie Hour: Yoru wa Tanoshii,['Comedy'],,Movie,1.0,"[datetime.datetime(1989, 4, 8, 0, 0)]",['Unknown'],['Unknown'],,,8.0,G
6505,6505,11235,Amagami SS+ Plus,"['Slice of Life', 'Comedy', 'Romance', 'School']",Amagami SS+ plus,TV,13.0,"[datetime.datetime(2012, 1, 6, 0, 0), datetime.datetime(2012, 3, 30, 0, 0)]",['TBS'],['Sentai Filmworks'],AIC,Visual novel,24.0,PG13
7892,7892,18463,Sign,"['Music', 'Sci-Fi']",,Music,1.0,"[datetime.datetime(2001, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Music,9.0,R+
10440,10440,30246,Space☆Dandy 2nd Season Picture Drama,"['Comedy', 'Sci-Fi', 'Space']",,Special,3.0,"[datetime.datetime(2014, 11, 21, 0, 0), datetime.datetime(2015, 1, 28, 0, 0)]",['Bandai Visual'],['Unknown'],Bones,Original,6.0,PG13
5036,5036,7498,Doubutsu Olympic Taikai,"['Comedy', 'Sports']",The Animal Olympics,Movie,1.0,"[datetime.datetime(1928, 9, 4, 0, 0)]",['Unknown'],['Unknown'],,Original,13.0,G
13957,13957,36936,Mirai no Mirai,"['Adventure', 'Drama', 'Fantasy']",Mirai,Movie,1.0,"[datetime.datetime(2018, 7, 20, 0, 0)]","['Toho', 'NTT Docomo', 'Nippon Television Network', 'Kadokawa', 'D.N. Dream Partners', 'Sonilude']","['NYAV Post', 'GKIDS']",Studio Chizu,Original,98.0,G
2906,2906,3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,"['Action', 'Supernatural', 'Historical', 'Drama']",Ghost Slayers Ayashi:Inferno,Special,5.0,"[datetime.datetime(2007, 8, 22, 0, 0), datetime.datetime(2007, 10, 24, 0, 0)]",['Unknown'],['Unknown'],Bones,Original,24.0,PG13
15767,15767,39710,Yesterday wo Utatte,"['Slice of Life', 'Drama', 'Romance', 'Seinen']","Sing ""Yesterday"" for Me",TV,12.0,"[datetime.datetime(2020, 4, 5, 0, 0), datetime.datetime(2020, 6, 21, 0, 0)]","['TV Asahi', 'Sotsu', 'Delfi Sound', 'Lucent Pictures Entertainment', 'CyberAgent', 'AbemaTV', 'DMM.futureworks']",['Unknown'],Doga Kobo,Manga,23.0,PG13
6014,6014,9982,Fairy Tail OVA,"['Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen']",,OVA,5.0,"[datetime.datetime(2011, 4, 15, 0, 0), datetime.datetime(2013, 6, 17, 0, 0)]",['Unknown'],['Unknown'],"Satelight, A-1 Pictures",Manga,27.0,PG13
3033,3033,3436,Meme Iroiro Yume no Tabi,"['Adventure', 'Kids', 'Sci-Fi']",The Many Dream Journeys of Meme,TV,127.0,"[datetime.datetime(1983, 4, 3, 0, 0), datetime.datetime(1985, 9, 29, 0, 0)]",['TBS'],['Unknown'],Nippon Animation,,25.0,PG
1898,1898,2078,Landlock,"['Adventure', 'Fantasy', 'Sci-Fi']",,OVA,2.0,"[datetime.datetime(1996, 6, 21, 0, 0), datetime.datetime(1996, 9, 27, 0, 0)]","['Tokyo Kids', 'Sega', 'Sanctuary']",['Manga Entertainment'],,,45.0,PG13
3096,3096,3518,Ginga no Uo Ursa Minor Blue,"['Fantasy', 'Kids']",,OVA,1.0,"[datetime.datetime(1993, 5, 21, 0, 0)]","['Ai ga areba Daijobu', 'Tamura Shigeru Studio']",['Unknown'],,,23.0,PG
17178,17178,42941,Uma Musume: Pretty Derby (TV) Season 2,"['Slice of Life', 'Comedy', 'Sports']",,TV,13.0,"[datetime.datetime(2021, 1, 5, 0, 0), nan]",['Unknown'],['Unknown'],Studio Kai,Game,23.0,PG13
17112,17112,42797,Rebirth Special,"['Game', 'Slice of Life', 'Comedy']",,Special,1.0,"[datetime.datetime(2020, 8, 21, 0, 0)]",['Unknown'],['Unknown'],,Card game,3.0,PG13
4052,4052,5260,Pankunchi,"['Kids', 'Adventure']",,ONA,10.0,"[datetime.datetime(2007, 1, 1, 0, 0)]",['San-X'],['Unknown'],,,1.0,G
12634,12634,34821,"Seiso de Majime na Kanojo ga, Saikyou Yaricir ni Kanyuu Saretara...? The Animation",['Hentai'],,OVA,1.0,"[datetime.datetime(2017, 4, 28, 0, 0)]",['Pink Pineapple'],['Unknown'],,Visual novel,25.0,Rx
9802,9802,28551,Boku wa Sugu ni Nigetanda: Higashi Nihon Daishinsai kara Mananda Koto,"['Drama', 'Kids']",,OVA,1.0,"[datetime.datetime(2012, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,,14.0,G
3886,3886,4928,Idol Tenshi Youkoso Youko,"['Comedy', 'Drama', 'Shoujo']",Idol Angel Welcome Yoko,TV,43.0,"[datetime.datetime(1990, 4, 2, 0, 0), datetime.datetime(1991, 2, 4, 0, 0)]",['Ashi Production'],['Unknown'],,Original,20.0,G
647,647,695,Canvas: Sepia-iro no Motif,"['Comedy', 'Romance', 'Slice of Life']",,OVA,2.0,"[datetime.datetime(2001, 12, 25, 0, 0), datetime.datetime(2002, 3, 25, 0, 0)]","['Studio Kyuuma', 'KENMedia']",['Unknown'],,Visual novel,30.0,R+
7587,7587,17104,Lolling Seutajeu (Movie),"['Kids', 'Sports']",Rolling Stars (Movie),Movie,1.0,"[datetime.datetime(2011, 3, 24, 0, 0)]",['Unknown'],['Unknown'],,,83.0,PG
6841,6841,12857,Star Driver the Movie,"['Action', 'Mecha', 'Romance', 'Shounen']",,Movie,1.0,"[datetime.datetime(2013, 2, 9, 0, 0)]","['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System', 'Bandai Namco Entertainment']",['Unknown'],Bones,Original,150.0,PG13
70,70,91,Mobile Suit Gundam Wing: Endless Waltz,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Space']",Mobile Suit Gundam Wing:Endless Waltz,OVA,3.0,"[datetime.datetime(1997, 1, 25, 0, 0), datetime.datetime(1997, 7, 25, 0, 0)]","['Bandai Visual', 'Sotsu']",['Bandai Entertainment'],Sunrise,Original,30.0,PG13
4809,4809,6896,Pandora Hearts Omake,['Comedy'],,Special,9.0,"[datetime.datetime(2009, 7, 24, 0, 0), datetime.datetime(2010, 3, 25, 0, 0)]","['Square Enix', 'flying DOG']",['Unknown'],Xebec,Manga,4.0,PG13
5875,5875,9732,Full Moon Party,['Music'],,Music,1.0,"[datetime.datetime(2006, 1, 1, 0, 0)]",['Unknown'],['Unknown'],,Original,3.0,G
8777,8777,22791,Sora Iro Hana Iro,"['Drama', 'Slice of Life']",Sky Colour Flower Colour,Movie,1.0,"[datetime.datetime(2005, 1, 1, 0, 0)]",['Tomoyasu Murata Company'],['Unknown'],,,6.0,PG
16551,16551,41185,CP,['Music'],CP,Music,1.0,"[datetime.datetime(2020, 1, 27, 0, 0)]",['Sony Music Entertainment'],['Unknown'],,Original,4.0,G
